annee,profession_sante,region,departement,hono_sans_depassement_moyens
2014,Ensemble des médecins généralistes,75,64,130692
2013,Ensemble des médecins généralistes,3,973,209718
2015,Autres médecins,27,39,0
2012,Ensemble des chirurgiens-dentistes,75,87,131587
2011,Anesthésistes-réanimateurs,75,87,293472
2021,Gynécologues médicaux et obstétriciens,4,999,284621
2010,Néphrologues,28,76,267287
2014,Pédiatres,93,83,115849
2018,Pédicures-podologues,11,95,2546
2013,Orthophonistes,44,57,57486
2012,Ophtalmologues,4,999,355723
2010,Autres médecins,93,13,105634
2016,Autres médecins,75,64,120984
2011,Sages-femmes,75,16,38755
2018,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),11,93,162456
2011,Pédiatres,93,999,115555
2018,Médecins vasculaires,75,86,0
2013,Autres médecins,52,44,147854
2015,Autres médecins,11,95,127390
2010,Radiologues,75,16,462871
2016,Cardiologues,84,69,292232
2017,Dermatologues,28,76,136323
2022,Stomatologues,84,01,0
2017,Hépato-gastro-entérologues,2,972,328779
2019,Rhumatologues,44,51,232444
2016,Infirmiers,44,67,98056
2019,Cardiologues,99,999,322228
2013,Radiologues,84,63,421313
2016,Ensemble des médecins,1,971,231797
2015,Pédicures-podologues,84,01,1284
2021,Anesthésistes-réanimateurs,24,45,388305
2017,Pneumologues,93,83,203940
2019,Chirurgiens,1,999,263710
2015,Psychiatres,93,04,107484
2020,Médecins pathologistes,93,84,408736
2010,Psychiatres,99,999,102381
2013,Psychiatres,27,999,133879
2013,Psychiatres,53,35,133706
2010,Radiologues,84,69,427073
2012,Dermatologues,44,54,143318
2016,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),2,999,169020
2017,Oto-rhino-laryngologistes,94,2A,135867
2018,Ophtalmologues,11,93,259864
2019,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),52,49,161949
2011,Ophtalmologues,76,81,324185
2022,Radiologues,76,65,498933
2021,Radiothérapeutes,6,999,0
2018,Masseurs-kinésithérapeutes,53,22,72097
2019,Ensemble des chirurgiens-dentistes,75,47,148424
2021,Dermatologues,53,999,169049
2011,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),11,75,71869
2012,Pneumologues,11,94,166144
2012,Ophtalmologues,84,15,380043
2022,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),76,34,141665
2018,Pédicures-podologues,53,999,2083
2022,Médecins pathologistes,93,83,618068
2021,Infirmiers,93,83,107373
2017,Masseurs-kinésithérapeutes,99,999,80757
2017,Gynécologues médicaux et obstétriciens,11,92,147605
2016,Masseurs-kinésithérapeutes,24,41,86189
2015,Ophtalmologues,44,54,305209
2011,Gynécologues médicaux et obstétriciens,11,95,172451
2020,Cardiologues,11,78,280065
2016,Ensemble des chirurgiens-dentistes,93,13,128651
2018,Médecins nucléaires,84,73,0
2018,Rhumatologues,52,44,138999
2012,Médecins pathologistes,52,44,660721
2015,Stomatologues,32,62,195895
2017,Ensemble des médecins,53,35,204405
2021,Ensemble des chirurgiens-dentistes,75,33,131926
2019,Oto-rhino-laryngologistes,11,91,186657
2013,Radiothérapeutes,32,62,910265
2019,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),28,14,353952
2012,Orthophonistes,52,85,49914
2011,Ensemble des chirurgiens-dentistes,93,13,110188
2010,Endocrinologues,11,94,60975
2017,Anesthésistes-réanimateurs,76,31,292283
2014,Endocrinologues,44,54,98442
2019,Rhumatologues,75,64,186145
2016,Ensemble des médecins spécialistes (hors généralistes),76,48,248518
2020,Ensemble des médecins généralistes,27,89,181853
2010,Ophtalmologues,53,29,262212
2012,Ensemble des auxiliaires médicaux,76,31,63006
2018,Neurologues,44,999,247147
2020,Ophtalmologues,1,999,376475
2012,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),24,41,169186
2010,Stomatologues,4,999,238855
2020,Pédiatres,93,999,114927
2014,Pneumologues,75,999,217080
2011,Ensemble des médecins spécialistes (hors généralistes),52,44,257414
2013,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),11,999,105217
2020,Oto-rhino-laryngologistes,27,21,164747
2013,Ensemble des médecins généralistes,27,25,139185
2020,Neurologues,75,86,215721
2022,Médecins vasculaires,44,55,0
2013,Hépato-gastro-entérologues,4,999,236289
2012,Orthophonistes,27,39,45077
2021,Anesthésistes-réanimateurs,32,59,366290
2015,Hépato-gastro-entérologues,93,13,161889
2020,Orthoptistes,11,95,69696
2017,Autres médecins,76,46,0
2019,Radiologues,52,999,535662
2015,Masseurs-kinésithérapeutes,44,67,74043
2014,Ophtalmologues,11,95,222926
2018,Radiothérapeutes,11,92,2335844
2010,Psychiatres,94,2A,71701
2012,Orthophonistes,53,999,46636
2019,Médecins vasculaires,76,30,0
2018,Médecins vasculaires,75,999,0
2012,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),93,06,74890
2010,Radiothérapeutes,75,86,0
2019,Médecins nucléaires,27,21,651503
2011,Masseurs-kinésithérapeutes,44,52,93481
2012,Pneumologues,52,44,212680
2017,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),4,974,248518
2011,Médecins pathologistes,76,09,0
2018,Néphrologues,44,55,0
2021,Masseurs-kinésithérapeutes,76,31,77307
2014,Médecins généralistes à expertise particulière (MEP),52,72,155002
2020,Pédiatres,84,01,194264
2017,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),93,999,117507
2011,Ensemble des médecins spécialistes (hors généralistes),27,58,260344
2018,Ensemble des médecins généralistes,44,88,181874
2022,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),44,88,387414
2019,Néphrologues,24,999,337024
2011,Radiothérapeutes,2,972,0
2018,Masseurs-kinésithérapeutes,94,2B,113383
2011,Ophtalmologues,24,37,233396
2011,Ensemble des chirurgiens-dentistes,84,74,94473
2011,Ensemble des auxiliaires médicaux,27,25,69187
2018,Sages-femmes,84,07,46972
2018,Médecins généralistes à expertise particulière (MEP),76,66,174481
2012,Cardiologues,4,974,326738
2014,Stomatologues,11,91,142764
2010,Ensemble des auxiliaires médicaux,1,971,100214
2012,Cardiologues,2,972,375516
2017,Ensemble des médecins spécialistes (hors généralistes),44,55,334347
2011,Cardiologues,1,999,330309
2015,Pneumologues,11,91,155544
2022,Ensemble des médecins,84,03,232247
2010,Orthoptistes,32,60,49532
2020,Ophtalmologues,4,999,471370
2016,Orthoptistes,32,999,50579
2018,Allergologues,76,12,0
2014,Ensemble des médecins généralistes,76,31,136235
2017,Chirurgiens,11,75,161367
2015,Médecins généralistes (hors médecins à expertise particulière - MEP),24,999,157175
2014,Radiologues,27,89,511842
2016,Pédicures-podologues,84,63,2124
2013,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),94,999,107526
2021,Autres médecins,84,999,157828
2020,Dermatologues,11,78,127057
2015,Anesthésistes-réanimateurs,4,999,334013
2020,Chirurgiens,24,41,282751
2017,Ophtalmologues,84,43,281804
2010,Hépato-gastro-entérologues,94,2B,352676
2017,Autres médecins,76,999,171715
2018,Médecins généralistes (hors médecins à expertise particulière - MEP),84,26,152498
2019,Chirurgiens,76,32,346662
2017,Infirmiers,84,15,86701
2016,Psychiatres,99,999,118277
2014,Radiologues,75,16,466717
2021,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),75,16,312487
2014,Oto-rhino-laryngologistes,28,50,230260
2017,Gynécologues médicaux et obstétriciens,76,34,207709
2020,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),32,60,147843
2017,Médecins généralistes à expertise particulière (MEP),84,63,164940
2014,Ensemble des médecins généralistes,24,45,154343
2014,Médecins pathologistes,52,44,718066
2017,Orthophonistes,44,999,53784
2022,Radiologues,28,14,551731
2014,Oto-rhino-laryngologistes,84,03,221287
2020,Stomatologues,52,999,263876
2014,Pédiatres,1,971,198826
2020,Pédiatres,53,22,157770
2015,Infirmiers,11,95,85193
2012,Ensemble des médecins,11,77,181997
2019,Ensemble des médecins spécialistes (hors généralistes),24,37,293472
2012,Masseurs-kinésithérapeutes,32,59,84928
2020,Anesthésistes-réanimateurs,1,999,305839
2016,Néphrologues,84,73,0
2020,Pneumologues,27,25,239373
2012,Masseurs-kinésithérapeutes,76,34,79476
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),76,31,151436
2019,Orthoptistes,27,39,49519
2014,Endocrinologues,84,43,0
2022,Médecins pathologistes,27,21,888578
2015,Autres médecins,76,31,122577
2014,Hépato-gastro-entérologues,76,999,211155
2019,Médecins nucléaires,84,73,0
2021,Psychiatres,6,976,0
2011,Infirmiers,28,27,82346
2015,Hépato-gastro-entérologues,44,999,231286
2020,Hépato-gastro-entérologues,27,71,274995
2018,Cardiologues,75,17,250344
2015,Rhumatologues,24,999,157549
2013,Sages-femmes,44,68,38956
2018,Neurologues,94,2A,0
2019,Pédicures-podologues,27,71,4367
2015,Rhumatologues,44,54,281782
2016,Gynécologues médicaux et obstétriciens,84,74,215156
2010,Néphrologues,27,71,0
2013,Dermatologues,53,35,146352
2010,Médecins généralistes à expertise particulière (MEP),11,94,103342
2011,Autres médecins,53,999,128340
2022,Ensemble des auxiliaires médicaux,1,999,116462
2011,Psychiatres,44,10,77947
2017,Néphrologues,28,999,327180
2022,Médecins généralistes à expertise particulière (MEP),52,53,230842
2016,Ensemble des médecins spécialistes (hors généralistes),3,999,234343
2013,Hépato-gastro-entérologues,94,999,313772
2022,Anesthésistes-réanimateurs,2,999,399889
2014,Dermatologues,76,34,115136
2018,Orthoptistes,76,66,66312
2016,Orthophonistes,11,77,54169
2011,Sages-femmes,27,999,53476
2016,Anesthésistes-réanimateurs,11,93,348044
2020,Médecins pathologistes,75,87,383777
2012,Dermatologues,32,62,185165
2021,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),84,07,154757
2014,Autres médecins,44,51,162486
2014,Rhumatologues,44,999,223627
2014,Ensemble des chirurgiens-dentistes,53,56,123840
2013,Rhumatologues,32,62,185318
2016,Ophtalmologues,11,78,193922
2014,Endocrinologues,11,92,68841
2019,Gynécologues médicaux et obstétriciens,24,45,211182
2014,Ophtalmologues,11,999,190631
2013,Infirmiers,11,93,103029
2018,Gynécologues médicaux et obstétriciens,11,94,197058
2016,Rhumatologues,84,74,116245
2019,Radiologues,93,13,545050
2021,Hépato-gastro-entérologues,52,44,334492
2015,Médecins généralistes à expertise particulière (MEP),93,84,132151
2011,Psychiatres,75,23,136787
2018,Médecins généralistes (hors médecins à expertise particulière - MEP),52,53,189935
2013,Pédicures-podologues,84,42,2748
2014,Médecins généralistes à expertise particulière (MEP),93,04,128994
2010,Dermatologues,93,04,131239
2018,Ensemble des auxiliaires médicaux,75,24,75446
2012,Ensemble des chirurgiens-dentistes,84,74,90439
2016,Médecins pathologistes,44,54,550840
2013,Dermatologues,76,11,165537
2014,Psychiatres,84,74,93999
2022,Ensemble des auxiliaires médicaux,76,81,76959
2013,Ensemble des chirurgiens-dentistes,76,65,110796
2014,Sages-femmes,84,03,52555
2018,Ensemble des médecins,28,999,235067
2022,Radiothérapeutes,84,26,2174757
2011,Néphrologues,27,25,0
2010,Ensemble des chirurgiens-dentistes,28,50,145284
2022,Pneumologues,11,94,292979
2011,Radiothérapeutes,75,33,1420018
2022,Ensemble des médecins,2,999,258764
2014,Gynécologues médicaux et obstétriciens,11,93,194933
2010,Médecins généralistes à expertise particulière (MEP),75,16,126064
2018,Allergologues,6,999,0
2012,Rhumatologues,32,59,212381
2021,Ensemble des médecins spécialistes (hors généralistes),2,999,295815
2017,Ensemble des médecins,32,02,239013
2012,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),52,49,248457
2019,Radiologues,76,82,511775
2015,Ensemble des médecins généralistes,44,67,161197
2022,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),44,51,248046
2013,Ensemble des médecins généralistes,93,13,126836
2013,Hépato-gastro-entérologues,44,57,277185
2020,Ensemble des chirurgiens-dentistes,94,999,127103
2016,Chirurgiens,44,52,342767
2015,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),93,83,158292
2014,Ensemble des médecins,93,13,171231
2019,Médecins pathologistes,76,09,0
2017,Chirurgiens,28,76,294523
2014,Orthophonistes,11,94,54269
2015,Ensemble des médecins,11,78,171960
2021,Infirmiers,76,46,85427
2018,Médecins généralistes (hors médecins à expertise particulière - MEP),76,82,184227
2010,Radiologues,32,80,637625
2013,Ensemble des médecins spécialistes (hors généralistes),3,999,250216
2014,Ophtalmologues,84,74,234570
2022,Orthophonistes,84,15,64597
2018,Orthophonistes,11,91,55678
2015,Médecins généralistes (hors médecins à expertise particulière - MEP),84,01,146969
2012,Rhumatologues,75,87,267438
2022,Gynécologues médicaux et obstétriciens,4,974,280741
2015,Ensemble des médecins,53,56,195022
2020,Pédicures-podologues,53,22,2299
2022,Ensemble des chirurgiens-dentistes,24,45,164591
2012,Ensemble des médecins,76,82,226471
2012,Sages-femmes,75,17,55805
2014,Infirmiers,11,92,95019
2012,Oto-rhino-laryngologistes,11,91,153553
2010,Médecins nucléaires,44,52,0
2019,Orthoptistes,27,25,69676
2018,Chirurgiens,6,999,0
2018,Ensemble des médecins généralistes,52,44,149282
2016,Pneumologues,75,19,205496
2018,Ensemble des médecins spécialistes (hors généralistes),84,03,337117
2020,Médecins nucléaires,84,999,1056094
2010,Médecins généralistes (hors médecins à expertise particulière - MEP),76,48,160326
2014,Ensemble des chirurgiens-dentistes,76,30,111757
2014,Infirmiers,44,57,102219
2021,Médecins généralistes à expertise particulière (MEP),84,03,169777
2015,Sages-femmes,27,21,61793
2018,Endocrinologues,53,999,91589
2016,Ensemble des auxiliaires médicaux,11,91,72045
2016,Anesthésistes-réanimateurs,93,06,247621
2013,Stomatologues,28,14,168570
2011,Néphrologues,84,42,0
2012,Sages-femmes,28,27,46624
2020,Chirurgiens,84,38,198313
2013,Sages-femmes,44,54,56790
2017,Hépato-gastro-entérologues,76,66,275214
2022,Radiothérapeutes,75,79,0
2019,Ensemble des chirurgiens-dentistes,84,69,130912
2013,Ensemble des médecins généralistes,84,73,121689
2013,Autres médecins,93,13,115891
2017,Sages-femmes,11,77,65637
2015,Radiothérapeutes,84,999,1498864
2015,Pédicures-podologues,76,12,2336
2015,Radiothérapeutes,52,72,2257960
2010,Néphrologues,75,999,270646
2018,Cardiologues,27,58,204158
2012,Radiothérapeutes,24,36,0
2018,Gynécologues médicaux et obstétriciens,84,07,254114
2010,Orthophonistes,32,999,53476
2017,Gynécologues médicaux et obstétriciens,75,79,212007
2010,Oto-rhino-laryngologistes,44,67,155780
2013,Radiologues,84,26,504730
2014,Orthophonistes,93,83,59024
2010,Ensemble des chirurgiens-dentistes,75,33,99610
2016,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),11,94,146267
2010,Ensemble des auxiliaires médicaux,75,16,70298
2018,Radiothérapeutes,11,77,2473152
2019,Ensemble des chirurgiens-dentistes,28,61,159494
2020,Masseurs-kinésithérapeutes,24,41,74702
2011,Radiothérapeutes,75,17,1068224
2018,Autres médecins,99,999,159787
2013,Médecins nucléaires,75,64,0
2011,Médecins pathologistes,28,14,463663
2014,Ensemble des médecins,84,26,183888
2014,Ensemble des auxiliaires médicaux,52,999,64979
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),84,43,151433
2021,Neurologues,93,999,212335
2017,Infirmiers,93,13,104691
2021,Pneumologues,32,60,479138
2016,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),11,92,134327
2014,Oto-rhino-laryngologistes,11,77,149854
2011,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,01,107026
2016,Ensemble des auxiliaires médicaux,84,01,69371
2020,Chirurgiens,52,85,331474
2012,Orthoptistes,53,22,49235
2012,Orthoptistes,53,35,49480
2013,Médecins pathologistes,3,999,0
2018,Médecins vasculaires,76,09,0
2012,Pneumologues,93,13,167052
2018,Pédicures-podologues,44,999,4993
2020,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),28,14,146107
2010,Ensemble des médecins,27,71,171897
2013,Endocrinologues,99,999,83236
2022,Allergologues,84,43,0
2016,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),93,999,147472
2010,Psychiatres,93,06,113691
2018,Rhumatologues,44,88,159047
2018,Ensemble des chirurgiens-dentistes,76,48,150607
2019,Psychiatres,11,75,76782
2011,Chirurgiens,3,973,122792
2017,Néphrologues,11,78,278739
2022,Gynécologues médicaux et obstétriciens,28,50,210877
2022,Ensemble des médecins spécialistes (hors généralistes),75,87,329732
2017,Chirurgiens,84,63,319658
2012,Ensemble des médecins spécialistes (hors généralistes),32,999,290514
2010,Médecins généralistes (hors médecins à expertise particulière - MEP),75,24,145071
2016,Pédiatres,99,999,129922
2015,Radiothérapeutes,84,74,1094143
2011,Anesthésistes-réanimateurs,44,52,279210
2021,Pédicures-podologues,28,50,4122
2010,Infirmiers,52,999,73246
2021,Radiothérapeutes,76,12,0
2013,Chirurgiens,27,39,222880
2018,Hépato-gastro-entérologues,28,76,263513
2010,Ensemble des médecins généralistes,75,64,119276
2022,Ophtalmologues,93,05,413587
2019,Gynécologues médicaux et obstétriciens,4,999,276861
2022,Cardiologues,24,45,444768
2020,Cardiologues,76,31,406898
2016,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),44,88,237503
2015,Orthophonistes,52,49,45385
2018,Ensemble des médecins,93,05,168714
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),76,11,169063
2013,Chirurgiens,1,971,222822
2012,Psychiatres,84,73,86781
2010,Infirmiers,11,999,86517
2017,Cardiologues,53,22,257177
